record_no,subject,relation,object
597867,bracket,landed,feet
612156,Wave Ht,clear_x000D,_
612156,actions OIM,issued,Petronas
612156,Deep Orient,to enter,m zone
612156,Project Engineers,conducted,review
612156,Deep Orient,entered,m zone
612156,Banksman,controlling,operation
612156,Crane,was being manoeuvred,to take up the load onto the rigging as well as a check for best positioning
612156,Vessel movement,had taken,wire
612156,Banksman,lowered,hook
612156,it,was decided,to follow through with the lift
612156,winch,was landed,Immediate Actions:_x000D _ _
612156,Crane Operator,to identify,causes
612156,Crane Technician,inspected,Crane Whipline Hook Block wire x000D _
612156,statement,photographs,vessel to assist in the report._x000D
612156,investigation material,has been requested,vessel to assist in the report._x000D
612156,winch,was located,line
612156,winch,did not have,line
612156,Platform,has,crane
612156,that,could have lifted,winch
612156,This,would have eliminated,vessel movement
641313,operators,roll,round
641313,emission,arrives,round to escape ( water + glycol + rodamine)._x000D
641313,operators,begins,to escape ( water + glycol + rodamine)._x000D
641313,Operators,turned,round to escape ( water + glycol + rodamine)._x000D
500290,NOVA LLC maintenance fitter,was maintaining,excavator
500290,he,was removing,hydrohammer crown
500290,crown particle,flew,maintenance fitter
500290,crown particle,hit,maintenance fitter
500290,he,felt,pain
500290,he,rolled,trouser leg
500290,he,saw,blood
500290,He,dressed,wound
500290,metal particle,applied,wound
500290,he,got,aid
500290,metal particle,was taken,wound
500290,crown particle,flew,maintenance fitter
500290,crown particle,hit,maintenance fitter
522153,NNE knots,push,vessel
522153,Vessel movement,caused,gangway
548262,driver,gave,departure
548262,Guillermo Lucas Santana,fell,departure
548262,Queda,subir,público
550938,shire Engineering,was performing,function test
550938,HPU,leaking,oil
550938,oil,contaminating,soil ground
522892,MANGALORE,PTA,ISBL
535576,he,was cleaning,heat stabilizers
535576,worker,stumbled,wrist
535576,worker,injured,wrist
631929,place,to pull,door
631929,place,left,hand
631929,personnel,informed,Lead
567863,Crews,were performing,operation stalk
567863,crew members,sent,pig
567863,pig,was stopped,pig catcher
567863,catcher,was damaged,pig
567863,Crews,followed,procedures
588711,Employee 10024680,was walking,little
588711,it,rolled,little
588711,he,felt,pull
588711,He,reported,it
588711,We,went,incident
588711,We,re,incident
588711,We,-,incident
588711,We,inacted,incident
588711,I,went,head
588711,I,put,caution tape
588711,_ Supervisor,zone._x000D,head caution tape
588711,_ Supervisor,followed,head caution tape
588711,he,is doing,ok
603490,tubing head,was disassembled,to send the tubing head body for rework
603490,isolation sleeve,fell,ground
603490,isolation sleeve,struck,ground
603490,operators,stopped,_
603490,which,is designed,to hold the isolation sleeve in place when installed
609078,tracker,does not have,retention bag
609078,oil,passed,retention bag
609078,tracker,does not have,retention bag
625814,CMT Representative,was walking,opening a hole in the walkway
625814,one,slipped,opening a hole in the walkway
625814,scaffolding plank,was managed,to slip because it was not fixed in place and there was space to slip due to a plank which was not installed in the first place
641330,which,reduced,speed
511671,Crew member,misplaced,footing
511671,He,was seen,Medic
511671,medication,was given,Medic
524837,IP,got,bruise injury
524837,Aid Dahej Facility Capex_Dahej_1/8/2017_IP,got,bruise injury
549219,employees,entered,excavation pit
549219,weight,collapsed,shoulder
549219,edge,hit,shoulder
616772,Employee,was greasing,plug valve
616772,he,placed,foot
616772,boot,got hung,foot
616772,he,pulled,leg
616772,he,felt,something
616772,Employee,completed,working
626447,crane,hit,slab cover
626447,NM_073876C001_crane,hit,slab cover
504846,Job,was going,"to be hydro tested at 16,300 psi for a duration of 8 hours"
504846,Hot Stab,failed,_ Root cause
504846,Hot Stab,prevented,projectiles _
504846,PLET FAT Procedure,was not followed,FAT personnel
504846,FAT Procedure,was issued,Technip
504846,Appendix A,demonstrated,Ball Valve
504846,Job,was going,"to be hydro tested at 16,300 psi for a duration of 8 hours"
504846,Hot Stab,failed,_ Root cause
504846,Hot Stab,prevented,projectiles _
504846,PLET FAT Procedure,was not followed,FAT personnel
504846,FAT Procedure,was issued,Technip
504846,Appendix A,demonstrated,Ball Valve
516713,assembler Komarov Igor Viktorovich,pinched,hand fingers
516713,IP,received,aid
516713,IP,was sent,aid _
516713,IP,settlement._x000D,_
516713,fitter Komarov I.V.,tried,to correct the beam using his hand and
516713,slipping,have occurred,to correct the beam using his hand and
516713,paragraph It,is allowed,"to lower the load only at the place where there is no possibility of falling , tripping or slipping of unloaded material"
516713,equipment,are used,which
516713,which,led,to injury to the fingers of the right hand._x000D
524956,group,were exiting,building 2 closely behind a second person
524956,employee,regained,balance
529886,Welder helper,was found,intoxicated with alcohol
529886,crew members,assisted,him
529886,HSE Engineer,accompagnied,individual
529886,Reception,was instructed,to refuse any order of alcoholic beverage if requested
529886,individual,was ordered,to stay in his room until the next day when a shuttle bus was planned to pick up the crew members to the airport._x000D
529886,shuttle bus,was planned,to pick up the crew members to the airport._x000D
529886,Investigation,was performed,present
529886,Investigation,roving,present
529886,bottles,found,sealed
529886,crew,was reminded,policy
529886,Moho Welder helper,found,intoxicated with alcohol
529886,Welder helper,was found,intoxicated with alcohol
529886,crew members,assisted,him
529886,HSE Engineer,accompagnied,individual
529886,Reception,was instructed,to refuse any order of alcoholic beverage if requested
529886,individual,was ordered,to stay in his room until the next day when a shuttle bus was planned to pick up the crew members to the airport._x000D
529886,shuttle bus,was planned,to pick up the crew members to the airport._x000D
529886,Investigation,was performed,present
529886,Investigation,roving,present
529886,bottles,found,sealed
529886,crew,was reminded,policy
529886,Moho Welder helper,found,intoxicated with alcohol
540139,crane,slewed,outboard
540139,crane,aft,to get in to position
540139,crane,reached,approx
540139,120o,caught,tagline _ x000D
540139,rope,making,noise
540139,crew,stop,also)_x000D _ x000D
540139,_ Deck supervisor,instructed,crane operator
540139,deck riggers,cut,aft._x000D x000D _
579597,she,sent,co - worker
579597,she,wanted,to drink
579597,she,made,sip
579597,who,left,bottle
528150,GA West,was receiving,deliveries
528150,One,entered,site
528150,driver,was cleared,to enter the site the guard went to step in the guard shack to open the gate
528150,guard,to open,gate arm
528150,guard,proceeded,to drive through the gate arm
528150,they,have done,what
528150,they,could not see,it
533259,worker,was operating,scissors
533259,He,was using,spotter
533259,He,chipped,piece
564897,Velesstroy electrician,was carrying,cable tray
564897,One,failed,to hold it and the IP hit his hand against a metal structure
564897,it IP,hit,hand
567874,x000D process,started,gas
567874,that,was installed,fabricator
567874,he,was,himself
567874,he,removed,himself
567874,employee,was instructed,to contact Axiom and was transported by company vehicle to a local medical facility where he was met by Youngblood
567874,he,was met,Youngblood
567874,employee,was assessed,staff
567874,employee,underwent,testing
567874,employee,was given,appointment
609085,EM&I Team,was performing,Hydro test
609085,test Pressure,had,to be performed at 13.5 bars ( 27x0.5 )
609085,set,was fixed,bar
609085,PSV,supposed,to be activated to release the pressure to avoid any extra built of pressure that could affect the integrity of the equipment and ultimately causing the incident
609085,that,could affect,integrity
609085,that,causing,incident
609085,it,failed,to do so._x000D
612184,worker,moved,tube
612184,contact,generated,surface cut
631043,IP,pulled,shower door
631043,door,broke,victim
631043,bits,cut,victim
639108,scaffolder,was standing,activity
639108,scaffolder,performing,activity
639108,he,Leaned,holding the spanner in hand exposing out of scaffold platform meanwhile the spanner ( weight 350 grams and size 21’-23 ’
500289,PC-37,began,to boom up and swing to the stbd side of the vessel
500289,it,was decided,to place the crane into the boom rest in order to perform a full inspection
500289,Crane,was swung,to vessel centreline
506820,Constructors crew,was tasked,to excavate an area to install a 24 ” section of HDPE pipe with a 290 track - hoe
506820,crew,performed,Pre - Task
506820,operator,began,to dig the excavation
506820,he,had removed,dirt
506820,Operator,stopped,work
506820,FTI,was notified,to be water and sewer pipes
506820,lines,were verified,to be water and sewer pipes
540066,He,felt,pain
612676,.He,slipped,knee
612676,.He,bumped,knee
505190,Flexibras Vitória Queda de moit?o da,talha,MMT Transferência
522775,Deep Orient,was conducting,Installation operations
522775,hand rigger,issued,instruction
522775,jumper,was coming,down._x000D
522775,VLS operator,acknowledged,instruction
522775,VLS operator,commenced,closing the table doors 2 & 4
522775,Hand rigger,issued,door instruction
522775,instruction,was not acknowledged,VLS operator
522775,instruction,was issued,damage
522775,hand rigger,yelled,stop
522775,VLS operator,stopped,closing the moonpool doors
522775,VLS personnel,had not set,moonpool door
548843,collaborator,positioned,himself
548843,same,released,himself x000D
548843,employee,positioned,himself
548843,employee,had,detachment
577334,hrs sparks,were observed,form
577334,These,developed,_ _
577334,_ Immediate Actions,taken:_x000D,_ _
577334,Vessel crew,respond,_ _ fire
577334,These,extinguish,fire
577334,response team,arrive,_
577334,incident,was reported,Deep Energy
577334,fire,was attended,Deep Energy
577334,incident,extinguished,Deep Energy
577334,area,was made,scene._x000D _
577334,measures,were put,scene._x000D _
577334,area,could not approach,scene._x000D _
577334,that,will be investigated,Safety Department._x000D
577334,which,prevented,damage
589384,cosmetic,damaging,cover
525705,vessel,had begun,pumping sludge to tanker truck on quayside
525705,Motorman,observed,leak
525705,who,was monitoring,activity
525705,He,notified,engine room
525705,pump,called,engine room
525705,pump,was shut,engine room
525705,litres,was noted,to have spilled on the concrete on the quayside
525705,sludge,entered,water
525705,Clean,took,place
525705,Clean,was used,to contain the remaining oil in the hose while the O - ring in the cam - lock connection was inspected and replaced This case
549158,it,was noted,Qube employee
549158,Spill kits,were used,to contain and clean up the spill
549158,Qube employee,notified,Technip Lead Materials
549158,who,notified,Baker Hughes
549158,Technip Lead Materials Logistics Coordinator,notified,Site Supervisor
549158,Site Supervisor,attended,site
549158,Baker Hughes,sent,party inspector
549158,Technip Lead Materials Logistics Coordinator,organized,removal
557208,it,initiates,transportation
557208,one,blasted,_
557208,o precurso,com,375L
557208,site da Sonamet afim,de posicionar,ponto onde inicia
557208,transporta??o da ponta Mostarda,do do projecto,Kaombo
557208,das mangueiras,do do sistema,hidráulico rebentou
571735,TSP,was setting,shackle
502358,vessel,would move,_ _ x000D
502358,number,were planned,_
502358,number,crane._x000D,_
502358,operator,commenced,function checks
502358,crane,was slewed,- clockwise
502358,bracket,supporting,knuckle warming light
